"","date","sender","sender.carrier","receiver","receiver.carrier","length.call"
"151",1,"303.579.5497","1","303.579.8488","1",1
"152",1,"303.579.5497","1","303.579.6859","1",20
"153",1,"303.579.5497","1","303.579.4242","1",16
"154",1,"303.579.5497","1","201.848.3896","2",1
"155",1,"303.579.6368","1","303.579.3831","1",1
"156",1,"303.579.6368","1","303.579.2647","1",27
"157",1,"303.579.6368","1","715.855.7980","3",26
"158",1,"303.579.6368","1","201.848.9659","2",31
"159",1,"303.579.6368","1","303.579.2383","1",1
"160",1,"303.579.6368","1","303.579.4242","1",20
"161",1,"303.579.6368","1","715.855.7108","3",26
"162",1,"303.579.1320","1","201.848.4553","2",1
"163",1,"303.579.1320","1","303.579.4242","1",1
"164",1,"303.579.1320","1","303.579.5503","1",24
"165",1,"303.579.6663","1","303.579.7836","1",26
"166",1,"303.579.6663","1","715.855.7980","3",1
"167",1,"303.579.6663","1","303.579.2383","1",27
"168",1,"303.579.6663","1","201.848.3896","2",1
"169",1,"303.579.6663","1","715.855.4683","3",23
"170",1,"303.579.6663","1","303.579.2383","1",27
"171",1,"303.579.6663","1","715.855.7910","3",26
"172",1,"303.579.5670","1","303.579.5497","1",23
"173",1,"303.579.5670","1","715.855.5625","3",13
"174",1,"303.579.5670","1","201.848.5119","2",26
"175",1,"303.579.5670","1","715.855.7980","3",30
"176",1,"303.579.5670","1","201.848.1004","2",29
"177",1,"303.579.5670","1","201.848.1004","2",33
"178",1,"201.848.2591","2","715.855.6576","3",30
"179",1,"201.848.2591","2","201.848.9659","2",32
"180",1,"201.848.2591","2","715.855.6576","3",23
"181",1,"201.848.2591","2","715.855.1703","3",31
"182",1,"201.848.9659","2","303.579.2647","1",26
"183",1,"201.848.9659","2","303.579.2383","1",30
"184",1,"201.848.9659","2","715.855.9109","3",26
"185",1,"201.848.9659","2","303.579.4174","1",1
"186",1,"201.848.9659","2","201.848.4553","2",19
"187",1,"201.848.9659","2","201.848.9434","2",17
"188",1,"201.848.1922","2","303.579.6082","1",36
"189",1,"201.848.1922","2","303.579.4650","1",18
"190",1,"201.848.1922","2","715.855.6702","3",22
"191",1,"201.848.1922","2","715.855.6576","3",1
"192",1,"201.848.1922","2","303.579.4242","1",23
"193",1,"201.848.1922","2","201.848.2591","2",23
"194",1,"201.848.1922","2","715.855.1362","3",26
"195",1,"201.848.1004","2","303.579.2647","1",20
"196",1,"201.848.1004","2","303.579.1975","1",25
"197",1,"201.848.1004","2","303.579.3389","1",1
"198",1,"201.848.1004","2","303.579.2647","1",38
"199",1,"201.848.1004","2","303.579.4242","1",17
"200",1,"201.848.1004","2","715.855.1191","3",1
"201",1,"201.848.1004","2","303.579.3831","1",24
"202",1,"201.848.1004","2","715.855.4683","3",1
"203",1,"201.848.9434","2","303.579.9383","1",30
"204",1,"201.848.9434","2","303.579.3247","1",23
"205",1,"201.848.9434","2","715.855.4683","3",1
"206",1,"201.848.7217","2","303.579.8488","1",31
"207",1,"201.848.7217","2","715.855.1647","3",24
"208",1,"201.848.7217","2","303.579.9383","1",28
"209",1,"201.848.7217","2","715.855.8913","3",1
"210",1,"201.848.7217","2","715.855.7910","3",1
"211",1,"201.848.7217","2","201.848.3896","2",1
"212",1,"201.848.7217","2","715.855.8913","3",34
"213",1,"201.848.4553","2","303.579.4650","1",27
"214",1,"201.848.4553","2","303.579.4174","1",25
"215",1,"201.848.4553","2","715.855.8913","3",30
"216",1,"201.848.4553","2","715.855.7477","3",29
"217",1,"201.848.4553","2","303.579.2647","1",41
"218",1,"201.848.4553","2","715.855.7108","3",1
"219",1,"201.848.5119","2","303.579.2647","1",1
"220",1,"201.848.5119","2","303.579.2647","1",1
"221",1,"201.848.5119","2","303.579.4650","1",26
"222",1,"201.848.5119","2","715.855.1647","3",16
"223",1,"201.848.5119","2","715.855.7108","3",26
"224",1,"201.848.5119","2","201.848.9659","2",25
"225",1,"201.848.5119","2","201.848.9659","2",26
"226",1,"201.848.5119","2","715.855.7477","3",1
"227",1,"201.848.5119","2","303.579.4963","1",1
"228",1,"201.848.5119","2","201.848.9434","2",21
"229",1,"201.848.5119","2","715.855.1191","3",27
"230",1,"201.848.3896","2","303.579.7836","1",17
"231",1,"201.848.3896","2","715.855.9112","3",22
"232",1,"201.848.3896","2","201.848.9659","2",22
"233",1,"201.848.3896","2","303.579.5670","1",24
"234",1,"201.848.3896","2","201.848.4553","2",29
"235",1,"201.848.3896","2","715.855.8913","3",27
"236",1,"201.848.3896","2","201.848.4553","2",23
"237",1,"201.848.3896","2","303.579.5313","1",32
"238",1,"201.848.3896","2","201.848.7217","2",1
"239",1,"201.848.3896","2","303.579.6859","1",26
"240",1,"201.848.3896","2","303.579.3831","1",28
"241",1,"201.848.3896","2","303.579.2383","1",26
"242",1,"201.848.4767","2","303.579.5670","1",20
"243",1,"201.848.4767","2","715.855.6576","3",32
"244",1,"201.848.4767","2","715.855.1703","3",19
"245",1,"201.848.4767","2","201.848.4553","2",28
"246",1,"201.848.4767","2","201.848.4553","2",35
"247",1,"201.848.4767","2","303.579.5497","1",1
"248",1,"201.848.4767","2","303.579.8488","1",1
"249",1,"201.848.4767","2","715.855.7910","3",27
"250",1,"201.848.4767","2","201.848.4553","2",23
"251",1,"715.855.1191","3","303.579.7430","1",21
"252",1,"715.855.1191","3","303.579.5670","1",22
"253",1,"715.855.1191","3","303.579.5670","1",1
"254",1,"715.855.1191","3","715.855.1048","3",32
"255",1,"715.855.1191","3","303.579.9383","1",23
"256",1,"715.855.1191","3","715.855.7910","3",34
"257",1,"715.855.2472","3","303.579.7836","1",41
"258",1,"715.855.2472","3","201.848.2591","2",22
"259",1,"715.855.2472","3","715.855.7108","3",26
"260",1,"715.855.2472","3","715.855.7980","3",1
"261",1,"715.855.1703","3","303.579.6663","1",21
"262",1,"715.855.1703","3","303.579.5670","1",34
"263",1,"715.855.1703","3","715.855.1647","3",17
"264",1,"715.855.1703","3","303.579.1547","1",27
"265",1,"715.855.1703","3","303.579.7430","1",16
"266",1,"715.855.8913","3","201.848.2591","2",1
"267",1,"715.855.8913","3","303.579.2647","1",14
"268",1,"715.855.8913","3","303.579.6368","1",1
"269",1,"715.855.8913","3","715.855.6576","3",19
"270",1,"715.855.8913","3","715.855.5625","3",21
"271",1,"715.855.9109","3","303.579.6368","1",18
"272",1,"715.855.9109","3","201.848.9659","2",19
"273",1,"715.855.9109","3","303.579.5503","1",20
"274",1,"715.855.9109","3","715.855.9112","3",47
"275",1,"715.855.9109","3","715.855.1191","3",16
"276",1,"715.855.9109","3","715.855.1048","3",15
"277",1,"715.855.7108","3","303.579.4174","1",20
"278",1,"715.855.7108","3","303.579.6082","1",1
"279",1,"715.855.7108","3","715.855.4683","3",25
"280",1,"715.855.7108","3","303.579.4963","1",1
"281",1,"715.855.7108","3","303.579.3247","1",22
"282",1,"715.855.7108","3","303.579.3831","1",30
"283",1,"715.855.1048","3","303.579.6368","1",38
"284",1,"715.855.1048","3","303.579.5503","1",22
"285",1,"715.855.1048","3","303.579.6082","1",1
"286",1,"715.855.1048","3","201.848.2591","2",25
"287",1,"715.855.1048","3","303.579.7836","1",14
"288",1,"715.855.6702","3","303.579.6082","1",18
"289",1,"715.855.4683","3","715.855.5441","3",25
"290",1,"715.855.4683","3","201.848.7217","2",16
"291",1,"715.855.4683","3","201.848.4767","2",18
"292",1,"715.855.4683","3","303.579.3247","1",19
"293",1,"715.855.4683","3","303.579.7836","1",15
"294",1,"715.855.4683","3","715.855.5441","3",31
"295",1,"715.855.4683","3","303.579.2647","1",19
"296",1,"715.855.4683","3","303.579.1547","1",1
"297",1,"715.855.4683","3","201.848.2591","2",1
"298",1,"715.855.5441","3","201.848.2591","2",24
"299",1,"715.855.5441","3","303.579.4242","1",32
"300",1,"715.855.5441","3","715.855.2472","3",1
"301",1,"715.855.5441","3","303.579.4174","1",1
"302",1,"715.855.5441","3","715.855.7108","3",20
"303",1,"715.855.5441","3","201.848.4767","2",22
"304",1,"715.855.5441","3","201.848.7217","2",22
"305",1,"715.855.7910","3","715.855.4149","3",1
"306",1,"715.855.7910","3","201.848.3896","2",28
"307",1,"715.855.7910","3","715.855.7108","3",23
"308",1,"715.855.7910","3","715.855.1647","3",43
"309",1,"715.855.7910","3","201.848.3896","2",26
"310",1,"715.855.7910","3","303.579.3247","1",27
"311",1,"715.855.1647","3","201.848.3896","2",25
"312",1,"715.855.1647","3","303.579.1547","1",30
"313",1,"715.855.1647","3","201.848.9434","2",21
"314",1,"715.855.1647","3","303.579.4963","1",31
"315",1,"715.855.1647","3","201.848.7217","2",22
"316",1,"715.855.7980","3","715.855.9109","3",26
"317",1,"715.855.7980","3","303.579.1547","1",26
"318",1,"715.855.7980","3","201.848.9659","2",22
"319",1,"715.855.7980","3","303.579.5670","1",28
"320",1,"715.855.7980","3","303.579.1547","1",15
"321",1,"715.855.7980","3","201.848.2591","2",19
"322",1,"715.855.7980","3","715.855.7477","3",39
"323",1,"715.855.7980","3","715.855.6576","3",27
"324",1,"715.855.1362","3","715.855.2759","3",25
"325",1,"715.855.1362","3","715.855.2472","3",34
"326",1,"715.855.1362","3","303.579.1547","1",1
"327",1,"715.855.1362","3","715.855.1647","3",25
"328",1,"715.855.7477","3","201.848.3896","2",1
"329",1,"715.855.7477","3","715.855.8913","3",17
"330",1,"715.855.7477","3","715.855.8913","3",1
"331",1,"715.855.7477","3","715.855.9112","3",24
"332",1,"715.855.7477","3","201.848.9434","2",19
"333",1,"715.855.9112","3","715.855.9109","3",1
"334",1,"715.855.9112","3","303.579.7836","1",38
"335",1,"715.855.9112","3","303.579.2383","1",45
"336",1,"715.855.9112","3","303.579.2383","1",23
"337",1,"715.855.9112","3","715.855.7910","3",20
"338",1,"715.855.2759","3","303.579.6663","1",26
"339",1,"715.855.2759","3","303.579.2383","1",1
"340",1,"715.855.2759","3","715.855.1647","3",20
"341",1,"715.855.2759","3","715.855.6576","3",27
"342",1,"715.855.2759","3","201.848.2591","2",23
"343",1,"715.855.2759","3","303.579.3831","1",19
"344",1,"715.855.2759","3","303.579.4650","1",21
"345",1,"715.855.2759","3","201.848.7217","2",1
"346",1,"715.855.2759","3","303.579.2647","1",22
"347",1,"715.855.2759","3","715.855.9112","3",20
"348",1,"715.855.4149","3","715.855.1191","3",24
"349",1,"715.855.4149","3","715.855.1191","3",1
"350",1,"715.855.4149","3","201.848.4553","2",29
"351",1,"715.855.4149","3","303.579.4650","1",26
"352",1,"715.855.4149","3","303.579.7836","1",25
"353",1,"715.855.4149","3","303.579.4650","1",32
"354",1,"715.855.6576","3","715.855.5625","3",27
"355",1,"715.855.5625","3","715.855.2472","3",1
"356",1,"715.855.5625","3","303.579.7430","1",23
"357",1,"715.855.5625","3","715.855.8913","3",23
"358",1,"715.855.5625","3","303.579.2647","1",18
"359",1,"715.855.5625","3","715.855.6576","3",23
"360",1,"715.855.5625","3","715.855.7980","3",29
"361",2,"303.579.3831","1","715.855.2472","3",38
"362",2,"303.579.3831","1","201.848.9434","2",14
"363",2,"303.579.3831","1","303.579.5497","1",15
"364",2,"303.579.3831","1","715.855.9109","3",1
"365",2,"303.579.3831","1","303.579.6368","1",20
"366",2,"303.579.4650","1","303.579.5497","1",40
"367",2,"303.579.4650","1","303.579.1547","1",25
"368",2,"303.579.2647","1","715.855.7910","3",22
"369",2,"303.579.2647","1","715.855.1191","3",1
"370",2,"303.579.2647","1","303.579.6368","1",43
"371",2,"303.579.2647","1","303.579.6368","1",34
"372",2,"303.579.2647","1","303.579.3389","1",28
"373",2,"303.579.2647","1","303.579.8574","1",31
"374",2,"303.579.1986","1","715.855.9112","3",28
"375",2,"303.579.1986","1","715.855.7980","3",26
"376",2,"303.579.1986","1","303.579.1975","1",40
"377",2,"303.579.1986","1","715.855.7108","3",26
"378",2,"303.579.1986","1","715.855.1191","3",35
"379",2,"303.579.5313","1","715.855.7477","3",29
"380",2,"303.579.5313","1","303.579.7836","1",26
"381",2,"303.579.5313","1","303.579.3352","1",22
"382",2,"303.579.6859","1","201.848.2591","2",38
"383",2,"303.579.6859","1","715.855.8913","3",16
"384",2,"303.579.6859","1","201.848.2591","2",14
"385",2,"303.579.6859","1","715.855.1191","3",27
"386",2,"303.579.6859","1","715.855.9112","3",24
"387",2,"303.579.6859","1","303.579.1547","1",29
"388",2,"303.579.6859","1","201.848.4553","2",22
"389",2,"303.579.6859","1","715.855.4683","3",1
"390",2,"303.579.6859","1","303.579.5670","1",27
"391",2,"303.579.6859","1","715.855.8913","3",1
"392",2,"303.579.6859","1","303.579.6368","1",26
"393",2,"303.579.1990","1","303.579.6368","1",1
"394",2,"303.579.1990","1","303.579.2383","1",24
"395",2,"303.579.1990","1","303.579.4650","1",1
"396",2,"303.579.1990","1","303.579.7836","1",20
"397",2,"303.579.1547","1","715.855.7108","3",19
"398",2,"303.579.1547","1","303.579.5503","1",1
"399",2,"303.579.1547","1","715.855.9112","3",40
"400",2,"303.579.1547","1","303.579.4242","1",1
"401",2,"303.579.1547","1","303.579.7836","1",24
"402",2,"303.579.1547","1","715.855.5441","3",28
"403",2,"303.579.4963","1","303.579.5670","1",22
"404",2,"303.579.4963","1","303.579.3247","1",18
"405",2,"303.579.4963","1","715.855.1647","3",41
"406",2,"303.579.4963","1","303.579.1547","1",15
"407",2,"303.579.4963","1","303.579.1975","1",1
"408",2,"303.579.2383","1","303.579.7836","1",27
"409",2,"303.579.2383","1","715.855.1191","3",1
"410",2,"303.579.2383","1","303.579.4650","1",22
"411",2,"303.579.2383","1","715.855.7910","3",19
"412",2,"303.579.2383","1","715.855.4149","3",1
"413",2,"303.579.6223","1","303.579.8574","1",27
"414",2,"303.579.6223","1","303.579.6082","1",21
"415",2,"303.579.6223","1","201.848.2591","2",23
"416",2,"303.579.6223","1","715.855.4149","3",1
"417",2,"303.579.6223","1","303.579.4650","1",14
"418",2,"303.579.6223","1","303.579.4963","1",30
"419",2,"303.579.4242","1","303.579.6663","1",16
"420",2,"303.579.4242","1","201.848.7217","2",21
"421",2,"303.579.4242","1","303.579.5497","1",19
"422",2,"303.579.4242","1","303.579.4650","1",18
"423",2,"303.579.4242","1","715.855.1362","3",18
"424",2,"303.579.3352","1","303.579.1547","1",23
"425",2,"303.579.3352","1","303.579.5503","1",20
"426",2,"303.579.3352","1","303.579.2383","1",1
"427",2,"303.579.3352","1","303.579.3247","1",32
"428",2,"303.579.3352","1","201.848.1922","2",27
"429",2,"303.579.3352","1","715.855.7910","3",16
"430",2,"303.579.3352","1","303.579.5670","1",23
"431",2,"303.579.1975","1","715.855.1647","3",31
"432",2,"303.579.1975","1","715.855.4149","3",31
"433",2,"303.579.1975","1","201.848.4553","2",31
"434",2,"303.579.1975","1","303.579.2647","1",30
"435",2,"303.579.1975","1","715.855.6702","3",28
"436",2,"303.579.3247","1","303.579.4242","1",26
"437",2,"303.579.3247","1","303.579.6859","1",26
"438",2,"303.579.3247","1","715.855.7108","3",16
"439",2,"303.579.7430","1","201.848.7217","2",18
"440",2,"303.579.7430","1","715.855.1048","3",1
"441",2,"303.579.7430","1","201.848.9659","2",21
"442",2,"303.579.7430","1","303.579.4242","1",32
"443",2,"303.579.7430","1","715.855.2472","3",1
"444",2,"303.579.7430","1","303.579.8574","1",37
"445",2,"303.579.7430","1","715.855.1647","3",16
"446",2,"303.579.7430","1","303.579.4963","1",25
"447",2,"303.579.7430","1","715.855.7108","3",19
"448",2,"303.579.7836","1","303.579.1990","1",22
"449",2,"303.579.7836","1","201.848.3896","2",28
"450",2,"303.579.7836","1","201.848.2591","2",24
"451",2,"303.579.7836","1","715.855.7910","3",33
"452",2,"303.579.7836","1","715.855.1362","3",23
"453",2,"303.579.7836","1","715.855.6576","3",1
"454",2,"303.579.7836","1","303.579.3831","1",30
"455",2,"303.579.7836","1","715.855.8913","3",1
"456",2,"303.579.8574","1","303.579.2383","1",18
"457",2,"303.579.8574","1","715.855.9112","3",28
"458",2,"303.579.8574","1","303.579.1975","1",22
"459",2,"303.579.8488","1","715.855.7980","3",1
"460",2,"303.579.8488","1","715.855.1191","3",21
"461",2,"303.579.8488","1","201.848.7217","2",1
"462",2,"303.579.8488","1","715.855.4149","3",26
"463",2,"303.579.8488","1","303.579.7430","1",16
"464",2,"303.579.8488","1","715.855.7980","3",1
"465",2,"303.579.8488","1","303.579.2647","1",26
"466",2,"303.579.9383","1","303.579.2383","1",19
"467",2,"303.579.9383","1","715.855.7910","3",1
"468",2,"303.579.9383","1","303.579.5503","1",41
"469",2,"303.579.9383","1","303.579.4174","1",28
"470",2,"303.579.9383","1","201.848.1004","2",25
"471",2,"303.579.9383","1","303.579.4650","1",22
"472",2,"303.579.9383","1","303.579.2647","1",22
"473",2,"303.579.3389","1","201.848.4553","2",18
"474",2,"303.579.3389","1","303.579.8488","1",25
"475",2,"303.579.3389","1","303.579.4242","1",32
"476",2,"303.579.3389","1","303.579.1975","1",18
"477",2,"303.579.3389","1","201.848.4767","2",17
"478",2,"303.579.3389","1","303.579.2383","1",25
"479",2,"303.579.3389","1","303.579.3831","1",30
"480",2,"303.579.5503","1","715.855.2472","3",26
"481",2,"303.579.5503","1","201.848.3896","2",32
"482",2,"303.579.5503","1","715.855.7910","3",1
"483",2,"303.579.5503","1","303.579.7836","1",27
"484",2,"303.579.5503","1","201.848.2591","2",23
"485",2,"303.579.5503","1","715.855.9109","3",24
"486",2,"303.579.5503","1","201.848.7217","2",20
"487",2,"303.579.5503","1","303.579.1547","1",26
"488",2,"303.579.5503","1","201.848.2591","2",35
"489",2,"303.579.5503","1","303.579.7875","1",29
"490",2,"303.579.5503","1","715.855.9112","3",19
"491",2,"303.579.5503","1","303.579.2647","1",20
"492",2,"303.579.5503","1","303.579.2383","1",1
"493",2,"303.579.6082","1","303.579.7430","1",25
"494",2,"303.579.6082","1","201.848.4553","2",27
"495",2,"303.579.6082","1","715.855.2472","3",16
"496",2,"303.579.6082","1","201.848.2591","2",23
"497",2,"303.579.6082","1","201.848.4553","2",20
"498",2,"303.579.4174","1","303.579.4963","1",22
"499",2,"303.579.4174","1","303.579.2647","1",27
"500",2,"303.579.4174","1","201.848.7217","2",24
"501",2,"303.579.4174","1","303.579.7836","1",27
"502",2,"303.579.4174","1","715.855.7108","3",1
"503",2,"303.579.4174","1","715.855.5441","3",22
"504",2,"303.579.4174","1","715.855.8913","3",31
"505",2,"303.579.7875","1","303.579.5497","1",18
"506",2,"303.579.7875","1","715.855.7910","3",1
"507",2,"303.579.7875","1","303.579.8574","1",23
"508",2,"303.579.7875","1","715.855.9112","3",33
"509",2,"303.579.5497","1","715.855.7108","3",1
"510",2,"303.579.5497","1","715.855.5625","3",22
"511",2,"303.579.5497","1","715.855.2472","3",31
"512",2,"303.579.5497","1","715.855.1647","3",43
"513",2,"303.579.5497","1","715.855.9112","3",27
"514",2,"303.579.5497","1","201.848.3896","2",1
"515",2,"303.579.5497","1","715.855.1048","3",28
"516",2,"303.579.6368","1","715.855.4683","3",23
"517",2,"303.579.6368","1","303.579.7836","1",27
"518",2,"303.579.6368","1","715.855.9109","3",28
"519",2,"303.579.6368","1","715.855.2472","3",22
"520",2,"303.579.6368","1","201.848.9659","2",18
"521",2,"303.579.6368","1","201.848.2591","2",33
"522",2,"303.579.6368","1","303.579.5497","1",24
"523",2,"303.579.6368","1","715.855.7980","3",16
"524",2,"303.579.6368","1","303.579.1975","1",28
"525",2,"303.579.6368","1","303.579.8574","1",14
"526",2,"303.579.1320","1","201.848.4553","2",19
"527",2,"303.579.1320","1","303.579.5497","1",28
"528",2,"303.579.1320","1","715.855.7980","3",24
"529",2,"303.579.6663","1","201.848.2591","2",21
"530",2,"303.579.6663","1","303.579.9383","1",16
"531",2,"303.579.6663","1","303.579.8574","1",29
"532",2,"303.579.6663","1","715.855.7108","3",16
"533",2,"303.579.6663","1","201.848.9434","2",25
"534",2,"303.579.6663","1","715.855.1048","3",21
"535",2,"303.579.6663","1","303.579.4963","1",16
"536",2,"303.579.5670","1","303.579.7836","1",1
