,date,sender,sender.carrier,receiver,receiver.carrier,length.call
426,2,378.328.1240,1,621.761.9229,3,1
427,2,378.328.1240,1,378.328.5646,1,20
428,2,378.328.1240,1,871.845.6647,2,19
429,2,378.328.2622,1,621.761.5998,3,22
430,2,378.328.2622,1,378.328.5646,1,24
431,2,378.328.2622,1,378.328.3335,1,1
432,2,378.328.2622,1,621.761.9529,3,22
433,2,378.328.2622,1,378.328.1411,1,1
434,2,378.328.2622,1,378.328.6156,1,33
435,2,378.328.2622,1,871.845.4502,2,18
436,2,378.328.1715,1,378.328.6156,1,22
437,2,378.328.1715,1,378.328.3795,1,18
438,2,378.328.1715,1,621.761.4646,3,1
439,2,378.328.1715,1,621.761.9529,3,20
440,2,378.328.1715,1,378.328.4804,1,1
441,2,378.328.1590,1,378.328.6156,1,24
442,2,378.328.1590,1,378.328.8028,1,29
443,2,378.328.1590,1,871.845.6647,2,17
444,2,378.328.1590,1,871.845.4502,2,18
445,2,378.328.1590,1,378.328.1240,1,27
446,2,378.328.1590,1,871.845.1330,2,19
447,2,378.328.1590,1,871.845.6647,2,20
448,2,378.328.1590,1,871.845.7438,2,38
449,2,378.328.1590,1,871.845.4502,2,28
450,2,378.328.3335,1,621.761.9186,3,18
451,2,378.328.3335,1,378.328.7888,1,29
452,2,378.328.3335,1,378.328.1672,1,1
453,2,378.328.3335,1,378.328.2622,1,29
454,2,378.328.3335,1,378.328.6156,1,1
455,2,378.328.3335,1,871.845.4502,2,24
456,2,378.328.6893,1,621.761.2794,3,22
457,2,378.328.6893,1,871.845.3092,2,25
458,2,378.328.6893,1,621.761.8274,3,18
459,2,378.328.6893,1,621.761.8331,3,30
460,2,378.328.6893,1,871.845.1665,2,28
461,2,378.328.6893,1,871.845.3092,2,26
462,2,378.328.6893,1,621.761.8274,3,27
463,2,378.328.4373,1,621.761.8274,3,1
464,2,378.328.4373,1,378.328.1590,1,1
465,2,378.328.4373,1,378.328.3890,1,1
466,2,378.328.4373,1,378.328.3890,1,21
467,2,378.328.4373,1,871.845.1665,2,19
468,2,378.328.4373,1,378.328.5698,1,1
469,2,378.328.4373,1,621.761.2041,3,26
470,2,378.328.4373,1,378.328.1672,1,24
471,2,378.328.5013,1,378.328.3335,1,1
472,2,378.328.5013,1,621.761.8331,3,26
473,2,378.328.5013,1,871.845.5897,2,26
474,2,378.328.5013,1,378.328.1590,1,1
475,2,378.328.5013,1,378.328.7888,1,24
476,2,378.328.5013,1,621.761.8354,3,20
477,2,378.328.5013,1,621.761.2920,3,27
478,2,378.328.5013,1,378.328.8028,1,30
479,2,378.328.5013,1,621.761.9186,3,20
480,2,378.328.5013,1,871.845.4502,2,1
481,2,378.328.5013,1,621.761.8354,3,23
482,2,378.328.5646,1,378.328.5535,1,26
483,2,378.328.5646,1,621.761.9529,3,36
484,2,378.328.5646,1,621.761.2794,3,34
485,2,378.328.5646,1,621.761.1705,3,26
486,2,378.328.7180,1,378.328.8023,1,29
487,2,378.328.7180,1,621.761.2794,3,28
488,2,378.328.7180,1,378.328.2922,1,1
489,2,378.328.7180,1,871.845.6647,2,28
490,2,378.328.7180,1,871.845.4502,2,26
491,2,378.328.3633,1,378.328.3833,1,21
492,2,378.328.3633,1,871.845.6647,2,20
493,2,378.328.3633,1,378.328.8023,1,1
494,2,378.328.3633,1,871.845.4869,2,23
495,2,378.328.3633,1,378.328.6114,1,20
496,2,378.328.3633,1,378.328.3335,1,21
497,2,378.328.3633,1,378.328.6156,1,1
498,2,378.328.1620,1,378.328.5698,1,26
499,2,378.328.1620,1,621.761.2041,3,28
500,2,378.328.1411,1,871.845.9600,2,22
501,2,378.328.1411,1,621.761.4646,3,21
502,2,378.328.1411,1,871.845.5897,2,30
503,2,378.328.1411,1,378.328.5646,1,24
504,2,378.328.1411,1,378.328.4804,1,17
505,2,378.328.1411,1,871.845.4502,2,24
506,2,378.328.1411,1,621.761.1153,3,1
507,2,378.328.1411,1,621.761.9229,3,26
508,2,378.328.3890,1,378.328.3833,1,23
509,2,378.328.3890,1,871.845.6647,2,21
510,2,378.328.3890,1,871.845.4502,2,22
511,2,378.328.3890,1,871.845.7438,2,14
512,2,378.328.3890,1,378.328.3335,1,22
513,2,378.328.3890,1,871.845.4502,2,23
514,2,378.328.3890,1,378.328.1715,1,19
515,2,378.328.4804,1,621.761.2041,3,1
516,2,378.328.4804,1,378.328.8028,1,24
517,2,378.328.4804,1,378.328.4468,1,46
518,2,378.328.4804,1,871.845.4502,2,32
519,2,378.328.4804,1,871.845.5897,2,21
520,2,378.328.4804,1,621.761.9229,3,24
521,2,378.328.4804,1,378.328.2622,1,1
522,2,871.845.1665,2,378.328.3890,1,20
523,2,871.845.1665,2,621.761.9256,3,15
524,2,871.845.1665,2,871.845.4869,2,1
525,2,871.845.1665,2,621.761.9229,3,19
526,2,871.845.1665,2,621.761.9229,3,28
527,2,871.845.1665,2,621.761.5998,3,14
528,2,871.845.1665,2,871.845.5897,2,14
529,2,871.845.1665,2,871.845.7438,2,24
530,2,871.845.7438,2,871.845.1665,2,18
531,2,871.845.7438,2,621.761.1705,3,1
532,2,871.845.4502,2,378.328.1240,1,34
533,2,871.845.4502,2,871.845.4869,2,1
534,2,871.845.4502,2,871.845.1665,2,20
535,2,871.845.1330,2,621.761.4646,3,22
536,2,871.845.1330,2,871.845.4502,2,19
537,2,871.845.1330,2,621.761.8274,3,32
538,2,871.845.6647,2,621.761.5998,3,19
539,2,871.845.6647,2,621.761.8274,3,27
540,2,871.845.6647,2,378.328.8028,1,29
541,2,871.845.6647,2,871.845.4502,2,36
542,2,871.845.6647,2,621.761.2041,3,16
543,2,871.845.6647,2,621.761.4646,3,1
544,2,871.845.9600,2,871.845.6647,2,36
545,2,871.845.9600,2,378.328.3795,1,23
546,2,871.845.9600,2,378.328.6893,1,1
547,2,871.845.9600,2,621.761.5998,3,34
548,2,871.845.9600,2,378.328.4804,1,17
549,2,871.845.4869,2,621.761.9186,3,33
550,2,871.845.4869,2,378.328.3833,1,30
551,2,871.845.4869,2,621.761.4646,3,18
552,2,871.845.4869,2,378.328.5646,1,23
553,2,871.845.4869,2,378.328.4804,1,23
554,2,871.845.4869,2,378.328.6156,1,19
555,2,871.845.4869,2,621.761.8274,3,36
556,2,871.845.4869,2,378.328.3833,1,28
557,2,871.845.4869,2,621.761.2886,3,25
558,2,871.845.4869,2,621.761.9229,3,26
559,2,871.845.7451,2,378.328.3890,1,32
560,2,871.845.7451,2,621.761.9826,3,14
561,2,871.845.7451,2,621.761.2794,3,15
562,2,871.845.7451,2,621.761.6485,3,1
563,2,871.845.7451,2,621.761.5998,3,1
564,2,871.845.7451,2,871.845.1665,2,11
565,2,871.845.3092,2,871.845.7438,2,22
566,2,871.845.3092,2,621.761.5998,3,16
567,2,871.845.5897,2,378.328.8023,1,27
568,2,871.845.5897,2,621.761.1153,3,1
569,2,621.761.2886,3,621.761.9229,3,36
570,2,621.761.2886,3,378.328.4722,1,31
571,2,621.761.2886,3,378.328.2922,1,26
572,2,621.761.2886,3,378.328.3795,1,1
573,2,621.761.2886,3,378.328.3890,1,29
574,2,621.761.2886,3,621.761.2920,3,22
575,2,621.761.5998,3,871.845.4869,2,19
576,2,621.761.5998,3,621.761.1705,3,32
577,2,621.761.5998,3,621.761.9229,3,18
578,2,621.761.5998,3,378.328.5535,1,1
579,2,621.761.5998,3,378.328.3890,1,1
580,2,621.761.5998,3,621.761.1705,3,1
581,2,621.761.5998,3,621.761.8354,3,1
582,2,621.761.1153,3,871.845.5897,2,22
583,2,621.761.1153,3,621.761.2041,3,17
584,2,621.761.1153,3,621.761.4646,3,27
585,2,621.761.1153,3,378.328.3833,1,23
586,2,621.761.1153,3,378.328.3890,1,21
587,2,621.761.4646,3,378.328.5646,1,28
588,2,621.761.4646,3,621.761.8274,3,17
589,2,621.761.4646,3,871.845.7438,2,35
590,2,621.761.4646,3,621.761.8274,3,1
591,2,621.761.4646,3,621.761.1153,3,19
592,2,621.761.4646,3,621.761.8274,3,27
593,2,621.761.4646,3,871.845.3092,2,25
594,2,621.761.4646,3,871.845.1330,2,30
595,2,621.761.4646,3,378.328.1240,1,13
596,2,621.761.8354,3,621.761.4646,3,33
597,2,621.761.8354,3,378.328.8028,1,31
598,2,621.761.8354,3,378.328.3890,1,29
